Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,Type,Unidirectional Channels,Voltage - Reverse Standoff (Typ),Voltage - Breakdown (Min),Voltage - Clamping (Max) @ Ipp,Current - Peak Pulse (10/1000µs),Power - Peak Pulse,Power Line Protection,Applications,Capacitance @ Frequency,Operating Temperature,Mounting Type,Package / Case,Supplier Device Package,Bidirectional Channels,Grade,Qualification,URL
https://www.onsemi.com/pub/Collateral/ESD7381-D.PDF,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5881/488%7E152AF%7E%7E2.jpg,"ESD7381MUT5GOSTR-ND,ESD7381MUT5GOSCT-ND,ESD7381MUT5GOSDKR-ND",ESD7381MUT5G,onsemi,onsemi,TVS DIODE 3.3VWM 10VC 2X3DFN,"25,469",0.28,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,1,3.3V (Max),5V,10V,3A (8/20µs),-,No,RF Antenna,0.37pF @ 1MHz,-40°C ~ 125°C (TJ),Surface Mount,0201 (0603 Metric),2-X3DFN (0.6x0.3) (0201),-,-,-,https://www.digikey.com/en/products/detail/onsemi/ESD7381MUT5G/4847669
https://assets.nexperia.com/documents/data-sheet/PUSB3FR6.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6249/1727%7ESOT1358-1%7E%7E7.jpg,"1727-2027-2-ND,1727-2027-1-ND,1727-2027-6-ND",PUSB3FR6Z,Nexperia USA Inc.,Nexperia USA Inc.,TVS DIODE 3.3VWM 3VC 7XSON,"22,400",0.28,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,6,3.3V (Max),6V,3V (Typ),5A (8/20µs),-,No,General Purpose,-,-40°C ~ 85°C (TA),Surface Mount,7-XFDFN,7-XSON (1.1x2.1),-,-,-,https://www.digikey.com/en/products/detail/nexperia-usa-inc/PUSB3FR6Z/5216194
https://datasheets.kyocera-avx.com/AVX-GiGuard.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/42/GG040205100N2P.jpg,"478-10594-2-ND,478-10594-1-ND,478-10594-6-ND",GG040205100N2P,KYOCERA AVX,KYOCERA AVX,TVS DIODE 5VWM 12VC 402,"492,608",0.29,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",GiGUARD,Active,Zener,-,5V,5.5V,12V,8A (8/20µs),96W,No,General Purpose,10pF @ 1MHz,-55°C ~ 125°C,Surface Mount,0402 (1005 Metric),0402 (1005 Metric),1,-,-,https://www.digikey.com/en/products/detail/kyocera-avx/GG040205100N2P/6826546
https://toshiba.semicon-storage.com/info/docget.jsp?did=55770&prodName=DF2B5M4CT,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6449/264%7E1-1P1A%7E%7E2.jpg,"DF2B5M4CTL3FTR-ND,DF2B5M4CTL3FCT-ND,DF2B5M4CTL3FDKR-ND","DF2B5M4CT,L3F",Toshiba Semiconductor and Storage,Toshiba Semiconductor and Storage,TVS DIODE 3.6VWM 15VC CST2,"323,300",0.29,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,3.6V (Max),4V,15V,2A (8/20µs),30W,No,-,0.2pF @ 1MHz,150°C (TJ),Surface Mount,SOD-882,CST2,1,-,-,https://www.digikey.com/en/products/detail/toshiba-semiconductor-and-storage/DF2B5M4CT-L3F/7394043
https://www.diodes.com/assets/Datasheets/D5V0L1B2LP.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5741/31%7EX2-DFN1006-2%7E%7E2.jpg,"D5V0L1B2LP-7BDITR-ND,D5V0L1B2LP-7BDICT-ND,D5V0L1B2LP-7BDIDKR-ND",D5V0L1B2LP-7B,Diodes Incorporated,Diodes Incorporated,TVS DIODE 5VWM 14VC X2DFN10062,"86,150",0.29,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,5V (Max),6V,14V,6A (8/20µs),84W,No,General Purpose,15pF @ 1MHz,-65°C ~ 150°C (TJ),Surface Mount,0402 (1006 Metric),X2-DFN1006-2,1,-,-,https://www.digikey.com/en/products/detail/diodes-incorporated/D5V0L1B2LP-7B/2918764
https://toshiba.semicon-storage.com/info/docget.jsp?did=353&prodName=DF5A6.2CJE,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6310/264%7E1-2W1A%7E%7E5.jpg,"DF5A6.2CJELMTR-ND,DF5A6.2CJELMCT-ND,DF5A6.2CJELMDKR-ND","DF5A6.2CJE,LM",Toshiba Semiconductor and Storage,Toshiba Semiconductor and Storage,TVS DIODE 5VWM ESV PAC,"57,366",0.29,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,4,5V,5.8V,-,-,-,No,General Purpose,25pF @ 1MHz,-,Surface Mount,SOT-553,ESV,-,-,-,https://www.digikey.com/en/products/detail/toshiba-semiconductor-and-storage/DF5A6-2CJE-LM/5765601
https://www.diodes.com/assets/Datasheets/D5V0F2U3LP.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4899/31%7EX2-DFN1006-3%7E%7E3.JPG,"D5V0F2U3LP-7BDITR-ND,D5V0F2U3LP-7BDICT-ND,D5V0F2U3LP-7BDIDKR-ND",D5V0F2U3LP-7B,Diodes Incorporated,Diodes Incorporated,TVS DIODE 5.5VWM 12VC X1DFN10063,"37,889",0.29,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,2,5.5V (Max),6V,12V,1.5A (8/20µs),-,No,General Purpose,0.5pF @ 1MHz,-55°C ~ 150°C (TJ),Surface Mount,3-UFDFN,X1-DFN1006-3,-,-,-,https://www.digikey.com/en/products/detail/diodes-incorporated/D5V0F2U3LP-7B/4878274
https://toshiba.semicon-storage.com/info/docget.jsp?did=55771&prodName=DF2B6M4CT,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6449/264%7E1-1P1A%7E%7E2.jpg,"DF2B6M4CTL3FTR-ND,DF2B6M4CTL3FCT-ND,DF2B6M4CTL3FDKR-ND","DF2B6M4CT,L3F",Toshiba Semiconductor and Storage,Toshiba Semiconductor and Storage,TVS DIODE 5.5VWM 15VC CST2,"4,963",0.29,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,5.5V (Max),5.6V,15V,2A (8/20µs),30W,No,-,0.2pF @ 1MHz,150°C (TJ),Surface Mount,SOD-882,CST2,1,-,-,https://www.digikey.com/en/products/detail/toshiba-semiconductor-and-storage/DF2B6M4CT-L3F/7394044
https://datasheets.kyocera-avx.com/AVX-GiGuard.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4243/giguard_750sq.jpg,"478-GG0402126R042PTR-ND,478-GG0402126R042PCT-ND,478-GG0402126R042PDKR-ND",GG0402126R042P,KYOCERA AVX,KYOCERA AVX,TVS DIODE 12VWM 22VC 0402,"138,957",0.3,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",GiGUARD,Active,Zener,-,12V,18V,22V,6A,130W,No,"Ethernet, HDMI, USB",-,-55°C ~ 125°C (TA),Surface Mount,0402 (1005 Metric),402,1,-,-,https://www.digikey.com/en/products/detail/kyocera-avx/GG0402126R042P/14552129
https://www.smc-diodes.com/propdf/SM712%20N2270%20REV.A.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6155/1655%7ESOT23-3%7E%7E3.jpg,"1655-SM712TR-ND,1655-SM712CT-ND",SM712,SMC Diode Solutions,SMC Diode Solutions,TVS DIODE 12VWM 7VWM SOT23-3,"94,842",0.3,0,1,"Tape & Reel (TR),Cut Tape (CT)",-,Active,Zener,-,"12V (Max), 7V (Max)","13.3V, 7.5V","26V, 12V",17A (8/20µs),400W,No,General Purpose,75pF @ 1MHz,-55°C ~ 125°C (TJ),Surface Mount,"TO-236-3, SC-59, SOT-23-3",SOT-23-3,2,-,-,https://www.digikey.com/en/products/detail/smc-diode-solutions/SM712/16584910
https://www.diodes.com/assets/Datasheets/D5V0L1B2LP4.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5741/31%7EX2-DFN1006-2%7E%7E2.jpg,"D5V0L1B2LP4-7BDITR-ND,D5V0L1B2LP4-7BDICT-ND,D5V0L1B2LP4-7BDIDKR-ND",D5V0L1B2LP4-7B,Diodes Incorporated,Diodes Incorporated,TVS DIODE 5VWM 14VC X2DFN10062,"38,996",0.3,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,5V (Max),6V,14V,6A (8/20µs),84W,No,General Purpose,15pF @ 1MHz,-65°C ~ 150°C (TJ),Surface Mount,0402 (1006 Metric),X2-DFN1006-2,1,-,-,https://www.digikey.com/en/products/detail/diodes-incorporated/D5V0L1B2LP4-7B/2918770
https://www.vishay.com/docs/88486/msp3v3.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8918/112%7EDO219AD%28MICROSMP%29%7E%7E2.jpg,"MSP3V3-M3/89AGITR-ND,MSP3V3-M3/89AGICT-ND,MSP3V3-M3/89AGIDKR-ND",MSP3V3-M3/89A,Vishay General Semiconductor - Diodes Division,Vishay General Semiconductor - Diodes Division,TVS DIODE 3.3VWM 11.5V DO219AD,"66,190",0.31,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","TransZorb®, eSMP®",Active,Zener,1,3.3V,4.1V,11.5V,87A (8/20µs),150W,No,General Purpose,-,-55°C ~ 150°C (TJ),Surface Mount,DO-219AD,DO-219AD (MicroSMP),-,-,-,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/MSP3V3-M3-89A/2071748
https://www.mccsemi.com/pdf/Products/ESD3V3D5_ESD12VD5(SOD-523).pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6153/353%7ESOD523%7E%7E2.jpg,"ESD5V0D5-TPMSTR-ND,ESD5V0D5-TPMSCT-ND,ESD5V0D5-TPMSDKR-ND",ESD5V0D5-TP,MCC (Micro Commercial Components),MCC (Micro Commercial Components),TVS DIODE 5VWM 18.6VC SOD523,"345,282",0.32,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,1,5V (Max),6.2V,18.6V,11.6A (8/20µs),174W,No,General Purpose,80pF @ 1MHz,-55°C ~ 150°C (TJ),Surface Mount,"SC-79, SOD-523",SOD-523,-,-,-,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/ESD5V0D5-TP/1776992
https://www.onsemi.com/pub/Collateral/ESD8351-D.PDF,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/488%7E502%7E%7E2.jpg,"ESD8351XV2T1GOSTR-ND,ESD8351XV2T1GOSCT-ND,ESD8351XV2T1GOSDKR-ND",ESD8351XV2T1G,onsemi,onsemi,TVS DIODE 3.3VWM 11.2VC SOD523,"17,675",0.32,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",ESD8351,Active,Zener,1,3.3V (Max),5.5V,11.2V,5A (8/20µs),-,No,General Purpose,0.4pF @ 1MHz,-55°C ~ 125°C (TJ),Surface Mount,"SC-79, SOD-523",SOD-523,-,-,-,https://www.digikey.com/en/products/detail/onsemi/ESD8351XV2T1G/5257579
https://www.onsemi.com/pub/Collateral/ESD7351-D.PDF,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6348/488%7E502%7E%7E2.jpg,"ESD7351XV2T1GOSTR-ND,ESD7351XV2T1GOSCT-ND,ESD7351XV2T1GOSDKR-ND",ESD7351XV2T1G,onsemi,onsemi,TVS DIODE 3.3VWM SOD523,"1,151",0.32,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,1,3.3V (Max),5V,-,-,-,No,RF Antenna,0.43pF @ 1MHz,-55°C ~ 150°C (TJ),Surface Mount,"SC-79, SOD-523",SOD-523,-,-,-,https://www.digikey.com/en/products/detail/onsemi/ESD7351XV2T1G/5257565
https://www.onsemi.com/pub/Collateral/ESD9L-D.PDF,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6296/488%7E514AB-01%7E%7E2.jpg,"ESD9L5.0ST5GOSTR-ND,ESD9L5.0ST5GOSCT-ND,ESD9L5.0ST5GOSDKR-ND",ESD9L5.0ST5G,onsemi,onsemi,TVS DIODE 5VWM 9.8VC SOD923,"939,942",0.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,1,5V (Max),5.4V,9.8V,1A (8/20µs),-,No,General Purpose,0.5pF @ 1MHz,-55°C ~ 150°C (TJ),Surface Mount,SOD-923,SOD-923,-,-,-,https://www.digikey.com/en/products/detail/onsemi/ESD9L5-0ST5G/1693175
https://www.littelfuse.com/assetdocs/polymer-esd-suppressors-xgd10402-datasheet?assetguid=c877d743-306d-43a1-805a-04d3d70e43e3,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1273/Diode-0402.jpg,"F6924TR-ND,F6924CT-ND,F6924DKR-ND",XGD10402KR,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 24VWM 40VC 0402,"245,493",0.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",XTREME-GUARD™,Active,Zener,-,24V (Max),250V,40V,-,-,No,General Purpose,-,-,Surface Mount,"0402 (1005 Metric), Concave",402,1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/XGD10402KR/5290484
https://www.ti.com/lit/ds/symlink/esd321.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6170/296%7E4224978%7EDYA%7E2.jpg,"296-ESD321DYARTR-ND,296-ESD321DYARCT-ND,296-ESD321DYARDKR-ND",ESD321DYAR,Texas Instruments,Texas Instruments,TVS DIODE 3.6VWM 6.3VC SOT5X3,"120,300",0.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,1,3.6V (Max),4.5V,6.3V (Typ),6A (8/20µs),40W,No,USB,0.9pF @ 1MHz,-55°C ~ 150°C (TA),Surface Mount,"SC-79, SOD-523",SOT-5X3,-,-,-,https://www.digikey.com/en/products/detail/texas-instruments/ESD321DYAR/17394968
https://www.st.com/resource/en/datasheet/esda051-1jy.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2733/497%7ESOD323%7E%7E2.JPG,"497-ESDA051-1JYTR-ND,497-ESDA051-1JYCT-ND,497-ESDA051-1JYDKR-ND",ESDA051-1JY,STMicroelectronics,STMicroelectronics,TVS DIODE 5VWM 12.8VC SOD323,"73,354",0.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",ESDA,Active,Zener,1,5V (Max),6.2V,12.8V,20A (8/20µs),-,No,-,-,-55°C ~ 150°C (TJ),Surface Mount,"SC-76, SOD-323",SOD-323,-,Automotive,AEC-Q101,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDA051-1JY/11686344
https://www.onsemi.com/pdf/datasheet/msqa6v1w5t2-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4129/488%7E419A-02%7EDW%2CDF%2CSQ%7E5.jpg,"MSQA6V1W5T2GOSTR-ND,MSQA6V1W5T2GOSCT-ND,MSQA6V1W5T2GOSDKR-ND,2156-MSQA6V1W5T2G-OS-ND",MSQA6V1W5T2G,onsemi,"onsemi,Rochester Electronics, LLC",TVS DIODE 3VWM SC88A,0,0.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®,Bulk",-,Active,Zener,4,3V,6.1V,-,-,150W,No,General Purpose,90pF @ 1MHz,-55°C ~ 150°C (TJ),Surface Mount,"5-TSSOP, SC-70-5, SOT-353",SC-88A (SC-70-5/SOT-353),-,-,-,https://www.digikey.com/en/products/detail/onsemi/MSQA6V1W5T2G/919871
https://www.onsemi.com/pub/Collateral/ESD9L-D.PDF,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6296/488%7E514AB-01%7E%7E2.jpg,"ESD9L3.3ST5GOSTR-ND,ESD9L3.3ST5GOSCT-ND,ESD9L3.3ST5GOSDKR-ND",ESD9L3.3ST5G,onsemi,onsemi,TVS DIODE 3.3VWM 9VC SOD923,"16,943",0.33,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,1,3.3V (Max),4.8V,9V,-,-,No,General Purpose,0.5pF @ 1MHz,-55°C ~ 150°C (TJ),Surface Mount,SOD-923,SOD-923,-,-,-,https://www.digikey.com/en/products/detail/onsemi/ESD9L3-3ST5G/1961066
https://datasheets.kyocera-avx.com/AVX-GiGuard.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2486/0402%281005%20Metric%29-GG.jpg,"478-10593-2-ND,478-10593-1-ND,478-10593-6-ND",GG0402055R042P,KYOCERA AVX,KYOCERA AVX,TVS DIODE 5VWM 16VC 402,"122,357",0.34,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",GiGUARD,Active,Zener,-,5V,5.2V,16V,4A (8/20µs),60W,No,General Purpose,5pF @ 1MHz,-55°C ~ 125°C,Surface Mount,0402 (1005 Metric),0402 (1005 Metric),1,-,-,https://www.digikey.com/en/products/detail/kyocera-avx/GG0402055R042P/6826545
https://assets.nexperia.com/documents/data-sheet/PESDXL4UF_G_W.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6284/1727%7ESOT665%7E%7E5.jpg,"1727-5323-2-ND,1727-5323-1-ND,1727-5323-6-ND","PESD5V0L4UW,115",Nexperia USA Inc.,Nexperia USA Inc.,TVS DIODE 5VWM 13VC SOT665,"14,943",0.34,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,4,5V (Max),6.46V,13V,2.5A (8/20µs),30W,No,General Purpose,16pF @ 1MHz,-65°C ~ 150°C (TA),Surface Mount,SOT-665,SOT-665,-,-,-,https://www.digikey.com/en/products/detail/nexperia-usa-inc/PESD5V0L4UW-115/1157457
https://www.onsemi.com/pub/Collateral/ESD9101-D.PDF,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6296/488%7E514AB-01%7E%7E2.jpg,"ESD9101P2T5GOSTR-ND,ESD9101P2T5GOSCT-ND,ESD9101P2T5GOSDKR-ND",ESD9101P2T5G,onsemi,onsemi,TVS DIODE 5VWM 7VC SOD923,"1,223,412",0.35,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,1,5V (Max),5.3V,7V (Typ),16A,-,No,General Purpose,0.36pF @ 1MHz,-55°C ~ 150°C (TJ),Surface Mount,SOD-923,SOD-923,-,-,-,https://www.digikey.com/en/products/detail/onsemi/ESD9101P2T5G/7066747
https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd1e10b06,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6222/296%7E4211012%7EDPY%7E2.jpg,"296-30406-2-ND,296-30406-1-ND,296-30406-6-ND",TPD1E10B06DPYR,Texas Instruments,Texas Instruments,TVS DIODE 5.5VWM 14VC 2X1SON,"1,005,540",0.35,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,5.5V (Max),6V,14V,5A (8/20µs),90W,No,General Purpose,-,-40°C ~ 125°C (TA),Surface Mount,0402 (1006 Metric),2-X1SON (1x.60),1,-,-,https://www.digikey.com/en/products/detail/texas-instruments/TPD1E10B06DPYR/3197744
https://www.mccsemi.com/pdf/Products/ESD5V0D3_ESD12VD3(SOD-323).pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6153/353%7ESOD323%7E%7E2.jpg,"ESD5V0D3-TPMSTR-ND,ESD5V0D3-TPMSCT-ND,ESD5V0D3-TPMSDKR-ND",ESD5V0D3-TP,MCC (Micro Commercial Components),MCC (Micro Commercial Components),TVS DIODE 5VWM 15.5VC SOD323,"322,184",0.35,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,1,5V (Max),6.2V,15.5V,12A (8/20µs),350W,No,General Purpose,350pF @ 1MHz,-55°C ~ 150°C (TJ),Surface Mount,"SC-76, SOD-323",SOD-323,-,-,-,https://www.digikey.com/en/products/detail/mcc-micro-commercial-components/ESD5V0D3-TP/1923279
https://toshiba.semicon-storage.com/info/docget.jsp?did=29929&prodName=DF2B29FU,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8262/264%7E1-1E1S%7E%7E2.jpg,"DF2B29FUH3FTR-ND,DF2B29FUH3FCT-ND,DF2B29FUH3FDKR-ND","DF2B29FU,H3F",Toshiba Semiconductor and Storage,Toshiba Semiconductor and Storage,TVS DIODE 24VWM 47VC USC,"85,946",0.36,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,24V,26V,47V,3A (8/20µs),140W,No,-,9pF @ 1MHz,-,Surface Mount,"SC-76, SOD-323",USC,1,-,-,https://www.digikey.com/en/products/detail/toshiba-semiconductor-and-storage/DF2B29FU-H3F/5810207
https://www.ti.com/lit/ds/symlink/esd441.pdf?ts=1698682619386&ref_url=https%253A%252F%252Fwww.ti.com%252Fsitesearch%252Fen-us%252Fdocs%252Funiversalsearch.tsp%253FlangPref%253Den-US%2526searchTerm%253DESD441DPLR%2526nr%253D6,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6222/296%7E4212149%7EDPL%7E2.jpg,"296-ESD441DPLRTR-ND,296-ESD441DPLRCT-ND,296-ESD441DPLRDKR-ND",ESD441DPLR,Texas Instruments,Texas Instruments,TVS DIODE 5.5VWM 7.6VC 2X2SON,"84,239",0.36,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,1,5.5V (Max),6V,7.6V (Typ),6A (8/20µs),45W,No,"HDMI, USB",1pF @ 1MHz,-40°C ~ 125°C (TA),Surface Mount,0201 (0603 Metric),2-X2SON (0.6x0.3),-,-,-,https://www.digikey.com/en/products/detail/texas-instruments/ESD441DPLR/21298753
https://www.st.com/resource/en/datasheet/cd00002057.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4843/497_SOT-23-3%20PKG.jpg,"497-2930-2-ND,497-2930-1-ND,497-2930-6-ND",ESDA6V1L,STMicroelectronics,STMicroelectronics,TVS DIODE 5.25VWM SOT23-3,"70,014",0.36,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","ESDA, TRANSIL™",Active,Zener,2,5.25V,6.1V,-,18A (8/20µs),300W,No,General Purpose,-,-40°C ~ 150°C (TJ),Surface Mount,"TO-236-3, SC-59, SOT-23-3",SOT-23-3,-,-,-,https://www.digikey.com/en/products/detail/stmicroelectronics/ESDA6V1L/634694
https://www.onsemi.com/pub/Collateral/ESD9M5.0S-D.PDF,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6296/488%7E514AB-01%7E%7E2.jpg,"ESD9M5.0ST5GOSTR-ND,ESD9M5.0ST5GOSCT-ND,ESD9M5.0ST5GOSDKR-ND",ESD9M5.0ST5G,onsemi,onsemi,TVS DIODE 5VWM 9.8VC SOD923,"56,704",0.36,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,1,5V (Max),5.8V,9.8V,1A (8/20µs),-,No,-,2.5pF @ 1MHz,-55°C ~ 150°C (TJ),Surface Mount,SOD-923,SOD-923,-,-,-,https://www.digikey.com/en/products/detail/onsemi/ESD9M5-0ST5G/1853460
https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd1e01b04,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6222/296%7E4212149%7EDPL%7E2.jpg,"296-47363-2-ND,296-47363-1-ND,296-47363-6-ND",TPD1E01B04DPLR,Texas Instruments,Texas Instruments,TVS DIODE 3.6VWM 15VC 2X2SON,"51,003",0.36,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,3.6V (Max),6.4V (Typ),15V (Typ),2.5A (8/20µs),27W,No,HDMI,0.18pF @ 1MHz,-40°C ~ 125°C (TA),Surface Mount,0201 (0603 Metric),2-X2SON (0.6x0.3),1,-,-,https://www.digikey.com/en/products/detail/texas-instruments/TPD1E01B04DPLR/6098070
https://www.ti.com/lit/ds/symlink/esd2can24-q1.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6222/296%7E4214838%7EDBZ%7E3.jpg,"296-ESD2CAN24DBZRQ1TR-ND,296-ESD2CAN24DBZRQ1CT-ND,296-ESD2CAN24DBZRQ1DKR-ND",ESD2CAN24DBZRQ1,Texas Instruments,Texas Instruments,TVS DIODE 24VWM 37VC SOT233,"306,499",0.37,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,24V (Max),35.5V,37V (Typ),5.7A (8/20µs),210W,No,CAN,3pF @ 1MHz,-55°C ~ 150°C (TA),Surface Mount,"TO-236-3, SC-59, SOT-23-3",SOT-23-3,2,Automotive,AEC-Q101,https://www.digikey.com/en/products/detail/texas-instruments/ESD2CAN24DBZRQ1/16982061
https://www.vishay.com/docs/81852/vcut0505.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6286/112%7ELLP1006-2L%7E%7E2.jpg,"751-1448-2-ND,751-1448-1-ND,751-1448-6-ND",VCUT0505B-HD1-GS08,Vishay General Semiconductor - Diodes Division,Vishay General Semiconductor - Diodes Division,TVS DIODE 5.5VWM 16VC LLP1006-2L,"232,597",0.37,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,5.5V (Max),7V,16V,3.5A (8/20µs),56W,No,General Purpose,18pF @ 1MHz,-40°C ~ 125°C (TJ),Surface Mount,SOD-882,LLP1006-2L,1,-,-,https://www.digikey.com/en/products/detail/vishay-general-semiconductor-diodes-division/VCUT0505B-HD1-GS08/1874699
https://www.littelfuse.com/assetdocs/littelfuse-polymer-esd-suppressor-pesd-catalog-datasheet?assetguid=5186ff3a-844f-4b9e-926a-f506c7d3d551,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4848/1712_PESD0402-140.jpg,"PESD0402-140TR-ND,PESD0402-140CT-ND,PESD0402-140DKR-ND",PESD0402-140,Littelfuse Inc.,Littelfuse Inc.,TVS DIODE 14VWM 40VC 0402,"629,112",0.38,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,-,-,14V (Max),-,40V,-,-,No,"Ethernet, HDMI",-,-55°C ~ 125°C (TJ),Surface Mount,0402 (1005 Metric),402,1,-,-,https://www.digikey.com/en/products/detail/littelfuse-inc/PESD0402-140/1968525
https://www.diodes.com/assets/Datasheets/DESD5V0S1BLD.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5741/31%7EX2-DFN1006-2%7E%7E2.jpg,"DESD5V0S1BLD-7BDITR-ND,DESD5V0S1BLD-7BDICT-ND,DESD5V0S1BLD-7BDIDKR-ND",DESD5V0S1BLD-7B,Diodes Incorporated,Diodes Incorporated,TVS DIODE 5VWM 14VC X2DFN10062,"169,951",0.38,0,1,"Tape & Reel (TR),Cut Tape (CT),Digi-Reel®",-,Active,Zener,-,5V (Max),5.5V,14V,12A (8/20µs),130W,No,General Purpose,35pF @ 1MHz,-65°C ~ 150°C (TJ),Surface Mount,0402 (1006 Metric),X2-DFN1006-2,1,-,-,https://www.digikey.com/en/products/detail/diodes-incorporated/DESD5V0S1BLD-7B/3451479
